fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,sulphates,alcohol,type,pHValue,taste
6.2,0.18,0.3,1.0,0.031,23.0,73.0,0.99032,0.52,11.3,white,quite acidic,normal
6.1,0.37,0.2,7.6,0.031,49.0,170.0,0.99558,0.48,9.5,white,quite acidic,bad
6.2,0.36,0.14,8.9,0.036,38.0,155.0,0.99622,0.5,9.4,white,quite acidic,bad
6.5,0.22,0.32,2.2,0.028,36.0,92.0,0.99076,0.59,11.9,white,quite acidic,good
7.7,0.18,0.3,1.2,0.046,49.0,199.0,0.99413,0.38,9.3,white,very acidic,bad
6.9,0.14,0.38,1.0,0.041,22.0,81.0,0.99043,0.54,11.4,white,very acidic,normal
6.9,0.14,0.38,1.0,0.041,22.0,81.0,0.99043,0.54,11.4,white,very acidic,normal
6.0,0.44,0.26,3.1,0.053,57.0,128.0,0.98982,0.39,12.7,white,quite acidic,normal
7.1,0.36,0.4,1.95,0.033,26.0,118.0,0.98934,0.45,13.5,white,quite acidic,good
5.7,0.28,0.28,2.2,0.019,15.0,65.0,0.9902,0.52,11.2,white,very acidic,normal
6.4,0.16,0.32,8.75,0.038,38.0,118.0,0.99449,0.41,10.7,white,very acidic,bad
7.4,0.28,0.4,11.9,0.032,13.0,92.0,0.99629,0.46,10.8,white,very acidic,bad
6.7,0.39,0.31,2.7,0.054,27.0,202.0,0.9948,0.57,10.5,white,midly acidic,normal
6.5,0.44,0.47,5.45,0.014,44.0,137.0,0.98984,0.32,13.0,white,very acidic,good
6.9,0.22,0.31,6.3,0.029,41.0,131.0,0.99326,0.49,10.8,white,very acidic,normal
6.6,0.22,0.29,14.4,0.046,39.0,118.0,0.99834,0.5,9.1,white,very acidic,normal
7.7,0.25,0.3,7.8,0.038,67.0,196.0,0.99555,0.5,10.1,white,very acidic,bad
5.2,0.155,0.33,1.6,0.028,13.0,59.0,0.98975,0.84,11.9,white,quite acidic,good
7.0,0.31,0.31,9.1,0.036,45.0,140.0,0.99216,0.31,12.0,white,extremly acidic,good
7.0,0.31,0.31,9.1,0.036,45.0,140.0,0.99216,0.31,12.0,white,extremly acidic,good
6.6,0.22,0.29,14.4,0.046,39.0,118.0,0.99834,0.5,9.1,white,very acidic,normal
5.6,0.21,0.4,1.3,0.041,81.0,147.0,0.9901,0.95,11.6,white,quite acidic,good
5.2,0.155,0.33,1.6,0.028,13.0,59.0,0.98975,0.84,11.9,white,quite acidic,good
6.4,0.25,0.32,11.3,0.038,69.0,192.0,0.99573,0.5,10.2,white,very acidic,normal
6.9,0.22,0.31,6.3,0.029,41.0,131.0,0.99326,0.49,10.8,white,very acidic,normal
5.3,0.21,0.29,0.7,0.028,11.0,66.0,0.99215,0.4,9.8,white,quite acidic,bad
7.1,0.27,0.28,1.25,0.023,3.0,89.0,0.98993,0.3,11.4,white,extremly acidic,bad
5.2,0.17,0.27,0.7,0.03,11.0,68.0,0.99218,0.41,9.8,white,quite acidic,bad
7.7,0.25,0.3,7.8,0.038,67.0,196.0,0.99555,0.5,10.1,white,very acidic,bad
7.0,0.12,0.29,10.3,0.039,41.0,98.0,0.99564,0.38,9.8,white,very acidic,good
7.0,0.12,0.29,10.3,0.039,41.0,98.0,0.99564,0.38,9.8,white,very acidic,good
7.1,0.29,0.34,7.8,0.036,49.0,128.0,0.99397,0.4,10.7,white,quite acidic,normal
7.2,0.3,0.3,8.7,0.022,14.0,111.0,0.99576,0.61,10.6,white,very acidic,bad
6.8,0.26,0.46,8.3,0.037,49.0,173.0,0.99601,0.47,9.3,white,very acidic,bad
7.0,0.12,0.29,10.3,0.039,41.0,98.0,0.99564,0.38,9.8,white,very acidic,good
7.1,0.29,0.34,7.8,0.036,49.0,128.0,0.99397,0.4,10.7,white,quite acidic,normal
4.9,0.33,0.31,1.2,0.016,39.0,150.0,0.98713,0.59,14.0,white,quite acidic,good
5.1,0.29,0.28,8.3,0.026,27.0,107.0,0.99308,0.37,11.0,white,quite acidic,normal
5.1,0.29,0.28,8.3,0.026,27.0,107.0,0.99308,0.37,11.0,white,quite acidic,normal
6.8,0.26,0.48,6.2,0.049,55.0,182.0,0.99582,0.45,9.4,white,quite acidic,normal
6.0,0.28,0.52,5.0,0.078,30.0,139.0,0.99494,0.36,9.0,white,very acidic,normal
6.0,0.28,0.25,1.8,0.042,8.0,108.0,0.9929,0.55,9.0,white,very acidic,bad
7.2,0.2,0.22,1.6,0.044,17.0,101.0,0.99471,0.53,10.0,white,quite acidic,bad
6.1,0.27,0.25,1.8,0.041,9.0,109.0,0.9929,0.54,9.0,white,very acidic,bad
6.0,0.28,0.25,1.8,0.042,8.0,108.0,0.9929,0.55,9.0,white,very acidic,bad
6.4,0.29,0.3,2.9,0.036,25.0,79.0,0.99037,0.6,12.4,white,quite acidic,good
7.4,0.35,0.24,6.0,0.042,28.0,123.0,0.99304,0.44,11.3,white,very acidic,bad
8.1,0.12,0.38,0.9,0.034,36.0,86.0,0.99026,0.55,12.0,white,extremly acidic,normal
6.4,0.12,0.3,1.1,0.031,37.0,94.0,0.98986,0.56,11.7,white,very acidic,normal
7.2,0.2,0.22,1.6,0.044,17.0,101.0,0.99471,0.53,10.0,white,quite acidic,bad
7.3,0.4,0.26,5.45,0.016,26.0,90.0,0.98951,0.54,13.2,white,extremly acidic,good
7.7,0.11,0.34,14.05,0.04,41.0,114.0,0.99634,0.59,11.0,white,very acidic,good
6.9,0.23,0.41,8.0,0.03,30.0,114.0,0.99368,0.54,11.0,white,quite acidic,normal
6.9,0.38,0.38,13.1,0.112,14.0,94.0,0.99792,0.48,9.2,white,very acidic,bad
7.5,0.38,0.29,4.9,0.021,38.0,113.0,0.99026,0.48,13.0,white,very acidic,good
5.8,0.19,0.24,1.3,0.044,38.0,128.0,0.99362,0.6,10.6,white,acidic,bad
5.5,0.34,0.26,2.2,0.021,31.0,119.0,0.98919,0.49,13.0,white,midly acidic,good
6.6,0.23,0.3,14.9,0.051,33.0,118.0,0.99835,0.54,9.0,white,very acidic,normal
6.6,0.23,0.3,14.9,0.051,33.0,118.0,0.99835,0.54,9.0,white,very acidic,normal
8.4,0.31,0.31,0.95,0.021,52.0,148.0,0.99038,0.32,11.5,white,extremly acidic,bad
6.7,0.2,0.3,1.4,0.025,17.0,76.0,0.99104,0.44,11.0,white,very acidic,normal
8.4,0.31,0.31,0.95,0.021,52.0,148.0,0.99038,0.32,11.5,white,extremly acidic,bad
7.3,0.26,0.24,1.7,0.05,10.0,112.0,0.99286,0.43,9.9,white,very acidic,bad
6.3,0.22,0.22,5.6,0.039,31.0,128.0,0.99296,0.46,10.4,white,very acidic,normal
6.6,0.23,0.3,14.9,0.051,33.0,118.0,0.99835,0.54,9.0,white,very acidic,normal
7.5,0.19,0.4,7.1,0.056,50.0,110.0,0.9954,0.52,9.9,white,very acidic,normal
8.0,0.14,0.33,1.2,0.045,71.0,162.0,0.9914,0.47,11.0,white,very acidic,normal
6.8,0.32,0.39,9.6,0.026,34.0,124.0,0.99286,0.35,12.1,white,very acidic,normal
6.6,0.23,0.2,11.4,0.044,45.0,131.0,0.99604,0.51,9.7,white,extremly acidic,normal
6.6,0.23,0.2,11.4,0.044,45.0,131.0,0.99604,0.51,9.7,white,extremly acidic,normal
6.7,0.36,0.26,7.9,0.034,39.0,123.0,0.99119,0.3,12.2,white,extremly acidic,good
6.1,0.38,0.42,5.0,0.016,31.0,113.0,0.99007,0.31,12.4,white,very acidic,good
8.5,0.23,0.28,11.1,0.033,30.0,97.0,0.99507,0.39,10.5,white,very acidic,good
7.0,0.2,0.31,8.0,0.05,29.0,213.0,0.99596,0.57,10.4,white,quite acidic,normal
6.0,0.26,0.32,3.8,0.029,48.0,180.0,0.99011,0.34,12.0,white,very acidic,normal
6.9,0.3,0.3,10.55,0.037,4.0,28.0,0.99184,0.32,12.7,white,very acidic,normal
6.7,0.18,0.28,10.2,0.039,29.0,115.0,0.99469,0.45,10.9,white,very acidic,good
6.7,0.18,0.28,10.2,0.039,29.0,115.0,0.99469,0.45,10.9,white,very acidic,good
6.8,0.18,0.28,9.8,0.039,29.0,113.0,0.99406,0.45,10.9,white,very acidic,good
7.2,0.19,0.31,6.3,0.034,17.0,103.0,0.99305,0.52,11.4,white,very acidic,good
6.2,0.16,0.32,1.1,0.036,74.0,184.0,0.99096,0.41,11.0,white,quite acidic,normal
5.0,0.27,0.32,4.5,0.032,58.0,178.0,0.98956,0.31,12.6,white,midly acidic,good
6.3,0.37,0.28,6.3,0.034,45.0,152.0,0.9921,0.46,11.6,white,quite acidic,good
6.6,0.2,0.27,10.9,0.038,29.0,130.0,0.99496,0.44,10.5,white,very acidic,good
6.8,0.18,0.28,9.8,0.039,29.0,113.0,0.99406,0.45,10.9,white,very acidic,good
6.8,0.18,0.28,9.8,0.039,29.0,113.0,0.99406,0.45,10.9,white,very acidic,good
6.6,0.28,0.34,0.8,0.037,42.0,119.0,0.9888,0.37,12.5,white,very acidic,normal
6.5,0.35,0.36,0.8,0.034,32.0,111.0,0.98942,0.5,12.1,white,very acidic,good
6.9,0.25,0.33,1.2,0.035,35.0,158.0,0.99082,0.58,11.3,white,very acidic,normal
6.0,0.32,0.3,1.3,0.025,18.0,112.0,0.98802,0.64,13.3,white,very acidic,good
6.8,0.18,0.28,9.8,0.039,29.0,113.0,0.99406,0.45,10.9,white,very acidic,good
6.7,0.18,0.28,10.2,0.039,29.0,115.0,0.99469,0.45,10.9,white,very acidic,good
6.6,0.2,0.27,10.9,0.038,29.0,130.0,0.99496,0.44,10.5,white,very acidic,good
6.3,0.37,0.28,6.3,0.034,45.0,152.0,0.9921,0.46,11.6,white,quite acidic,good
7.2,0.19,0.31,6.3,0.034,17.0,103.0,0.99305,0.52,11.4,white,very acidic,good
6.3,0.18,0.36,1.2,0.034,26.0,111.0,0.99074,0.51,11.0,white,very acidic,normal
6.9,0.3,0.36,0.9,0.037,40.0,156.0,0.98968,0.36,12.1,white,very acidic,normal
6.2,0.16,0.32,1.1,0.036,74.0,184.0,0.99096,0.41,11.0,white,quite acidic,normal
5.0,0.27,0.32,4.5,0.032,58.0,178.0,0.98956,0.31,12.6,white,midly acidic,good
5.0,0.3,0.33,3.7,0.03,54.0,173.0,0.9887,0.3,13.0,white,quite acidic,good
6.5,0.2,0.5,18.1,0.054,50.0,221.0,0.99941,0.64,8.8,white,extremly acidic,normal
6.7,0.25,0.31,1.35,0.061,30.5,218.0,0.99388,0.53,9.5,white,very acidic,bad
6.6,0.22,0.36,5.5,0.029,30.0,105.0,0.99206,0.47,11.8,white,quite acidic,normal
6.8,0.25,0.37,3.1,0.026,29.0,93.0,0.99035,0.45,12.2,white,very acidic,normal
7.0,0.13,0.37,12.85,0.042,36.0,105.0,0.99581,0.55,10.7,white,very acidic,normal
7.0,0.45,0.34,19.8,0.04,12.0,67.0,0.9976,0.38,11.0,white,very acidic,normal
7.2,0.32,0.3,8.25,0.02,14.0,104.0,0.99362,0.44,11.4,white,extremly acidic,normal
7.0,0.13,0.37,12.85,0.042,36.0,105.0,0.99581,0.55,10.7,white,very acidic,normal
5.9,0.34,0.3,3.8,0.035,57.0,135.0,0.99016,0.34,12.0,white,very acidic,normal
6.8,0.22,0.31,6.9,0.037,33.0,121.0,0.99176,0.39,11.9,white,very acidic,good
7.2,0.32,0.3,8.25,0.02,14.0,104.0,0.99362,0.44,11.4,white,extremly acidic,normal
8.4,0.32,0.35,11.7,0.029,3.0,46.0,0.99439,0.34,11.8,white,very acidic,normal
6.8,0.27,0.29,4.6,0.046,6.0,88.0,0.99458,0.48,10.6,white,quite acidic,bad
8.0,0.74,0.21,4.0,0.05,24.0,133.0,0.99418,0.38,9.7,white,very acidic,bad
7.0,0.45,0.34,19.8,0.04,12.0,67.0,0.9976,0.38,11.0,white,very acidic,normal
7.0,0.13,0.37,12.85,0.042,36.0,105.0,0.99581,0.55,10.7,white,very acidic,normal
5.4,0.22,0.29,1.2,0.045,69.0,152.0,0.99178,0.63,11.0,white,acidic,good
8.4,0.22,0.3,8.9,0.024,17.0,118.0,0.99456,0.34,10.5,white,extremly acidic,normal
7.4,0.32,0.22,11.7,0.035,44.0,150.0,0.99578,0.45,10.4,white,very acidic,bad
7.5,0.18,0.37,6.2,0.05,21.0,138.0,0.99546,0.55,10.5,white,quite acidic,normal
7.1,0.47,0.29,14.8,0.024,22.0,142.0,0.99518,0.48,12.0,white,very acidic,good
7.1,0.47,0.29,14.8,0.024,22.0,142.0,0.99518,0.48,12.0,white,very acidic,good
5.8,0.19,0.25,10.8,0.042,33.0,124.0,0.99646,0.41,9.2,white,quite acidic,normal
6.7,0.14,0.46,1.6,0.036,15.0,92.0,0.99264,0.49,10.9,white,quite acidic,bad
6.8,0.24,0.38,8.3,0.045,50.0,185.0,0.99578,0.5,9.5,white,very acidic,normal
6.9,0.25,0.47,8.4,0.042,36.0,156.0,0.99604,0.55,9.4,white,very acidic,normal
6.0,0.24,0.33,2.5,0.026,31.0,85.0,0.99014,0.5,11.3,white,very acidic,good
6.8,0.29,0.34,3.5,0.054,26.0,189.0,0.99489,0.58,10.4,white,midly acidic,bad
6.3,0.33,0.42,17.2,0.037,57.0,170.0,0.99884,0.57,9.4,white,quite acidic,normal
6.5,0.23,0.45,2.1,0.027,43.0,104.0,0.99054,0.52,11.3,white,very acidic,normal
6.3,0.27,0.29,12.2,0.044,59.0,196.0,0.99782,0.4,8.8,white,very acidic,normal
6.3,0.2,0.37,11.8,0.045,58.0,130.0,0.99519,0.35,10.8,white,quite acidic,bad
6.2,0.33,0.41,16.8,0.037,58.0,173.0,0.99882,0.57,9.4,white,quite acidic,normal
6.3,0.33,0.42,17.2,0.037,57.0,170.0,0.99884,0.57,9.4,white,quite acidic,normal
7.2,0.21,1.0,1.1,0.154,46.0,114.0,0.9931,0.43,9.2,white,extremly acidic,normal
6.0,0.27,0.3,14.7,0.044,15.0,144.0,0.99666,0.53,10.3,white,very acidic,normal
5.7,0.12,0.26,5.5,0.034,21.0,99.0,0.99324,0.57,9.9,white,very acidic,normal
6.9,0.24,0.37,6.1,0.027,38.0,112.0,0.99086,0.34,12.4,white,very acidic,normal
7.7,0.18,0.53,1.2,0.041,42.0,167.0,0.9908,0.44,11.9,white,very acidic,bad
7.1,0.17,0.43,1.3,0.023,33.0,132.0,0.99067,0.56,11.7,white,very acidic,normal
7.5,0.33,0.38,8.7,0.126,49.0,199.0,0.99711,0.57,9.4,white,extremly acidic,bad
6.2,0.255,0.24,1.7,0.039,138.5,272.0,0.99452,0.53,9.6,white,midly acidic,bad
7.5,0.33,0.38,8.7,0.126,49.0,199.0,0.99711,0.57,9.4,white,extremly acidic,bad
5.6,0.2,0.66,10.2,0.043,78.0,175.0,0.9945,0.43,10.4,white,extremly acidic,good
7.6,0.17,0.36,4.5,0.042,26.0,102.0,0.99427,0.47,9.5,white,very acidic,bad
5.8,0.15,0.31,5.9,0.036,7.0,73.0,0.99152,0.43,11.9,white,quite acidic,normal
6.3,0.25,0.44,1.7,0.024,36.0,116.0,0.98935,0.4,12.5,white,very acidic,normal
6.9,0.28,0.41,1.4,0.016,6.0,55.0,0.98876,0.4,13.4,white,very acidic,bad
7.2,0.27,0.37,5.4,0.026,27.0,114.0,0.99174,0.84,12.7,white,very acidic,bad
6.2,0.25,0.38,7.9,0.045,54.0,208.0,0.99572,0.46,9.1,white,very acidic,bad
8.5,0.19,0.48,1.1,0.026,23.0,58.0,0.99184,0.5,10.5,white,extremly acidic,normal
6.2,0.25,0.54,7.0,0.046,58.0,176.0,0.99454,0.7,10.4,white,very acidic,bad
6.2,0.25,0.54,7.0,0.046,58.0,176.0,0.99454,0.7,10.4,white,very acidic,bad
6.8,0.28,0.43,7.6,0.03,30.0,110.0,0.99164,0.59,12.5,white,very acidic,good
6.2,0.25,0.54,7.0,0.046,58.0,176.0,0.99454,0.7,10.4,white,very acidic,bad
7.4,0.21,0.8,12.3,0.038,77.0,183.0,0.99778,0.48,9.0,white,extremly acidic,bad
7.0,0.15,0.38,15.3,0.045,54.0,120.0,0.9975,0.42,9.8,white,very acidic,normal
7.4,0.21,0.8,12.3,0.038,77.0,183.0,0.99778,0.48,9.0,white,extremly acidic,bad
7.3,0.28,0.42,1.2,0.033,29.0,142.0,0.99205,0.43,10.7,white,very acidic,bad
6.1,0.18,0.38,2.3,0.033,28.0,111.0,0.98962,0.49,12.4,white,very acidic,normal
7.0,0.53,0.43,6.1,0.029,6.0,76.0,0.99118,0.5,12.5,white,very acidic,good
6.8,0.28,0.43,7.6,0.03,30.0,110.0,0.99164,0.59,12.5,white,very acidic,good
6.5,0.36,0.38,10.2,0.028,20.0,82.0,0.99274,0.43,12.1,white,very acidic,good
7.5,0.25,0.47,4.1,0.041,95.0,163.0,0.99184,0.59,11.3,white,extremly acidic,normal
6.7,0.24,0.41,2.9,0.039,48.0,122.0,0.99052,0.43,12.0,white,quite acidic,bad
6.6,0.25,0.33,8.5,0.042,29.0,141.0,0.99546,0.6,10.4,white,quite acidic,bad
6.4,0.15,0.4,1.5,0.042,23.0,87.0,0.98972,0.46,12.2,white,very acidic,good
6.3,0.28,0.3,3.1,0.039,24.0,115.0,0.9942,0.43,8.6,white,very acidic,bad
6.2,0.25,0.38,7.9,0.045,54.0,208.0,0.99572,0.46,9.1,white,very acidic,bad
7.1,0.28,0.35,3.5,0.028,35.0,91.0,0.99022,0.33,12.1,white,extremly acidic,bad
6.6,0.35,0.34,4.9,0.032,9.0,125.0,0.99253,0.81,12.0,white,quite acidic,bad
8.5,0.19,0.48,1.1,0.026,23.0,58.0,0.99184,0.5,10.5,white,extremly acidic,normal
6.2,0.25,0.54,7.0,0.046,58.0,176.0,0.99454,0.7,10.4,white,very acidic,bad
6.0,0.35,0.51,1.2,0.029,10.0,102.0,0.9903,0.42,11.9,white,midly acidic,normal
5.8,0.31,0.32,4.5,0.024,28.0,94.0,0.98906,0.52,13.7,white,quite acidic,good
6.6,0.17,0.35,2.6,0.03,33.0,78.0,0.99146,0.72,11.3,white,quite acidic,normal
8.5,0.23,0.4,9.9,0.036,24.0,88.0,0.9951,0.42,10.5,white,very acidic,normal
5.8,0.31,0.32,4.5,0.024,28.0,94.0,0.98906,0.52,13.7,white,quite acidic,good
6.1,0.2,0.34,9.5,0.041,38.0,201.0,0.995,0.44,10.1,white,very acidic,bad
6.3,0.37,0.37,1.5,0.024,12.0,76.0,0.98876,0.39,12.3,white,extremly acidic,normal
6.2,0.36,0.38,3.2,0.031,20.0,89.0,0.98956,0.33,12.0,white,very acidic,good
6.6,0.17,0.35,2.6,0.03,33.0,78.0,0.99146,0.72,11.3,white,quite acidic,normal
6.3,0.28,0.47,11.2,0.04,61.0,183.0,0.99592,0.51,9.5,white,very acidic,normal
7.6,0.27,0.52,3.2,0.043,28.0,152.0,0.99129,0.53,11.4,white,very acidic,normal
7.0,0.25,0.45,2.3,0.045,40.0,118.0,0.99064,0.48,11.9,white,very acidic,good
9.7,0.24,0.49,4.9,0.032,3.0,18.0,0.99368,0.54,10.0,white,extremly acidic,normal
9.7,0.24,0.49,4.9,0.032,3.0,18.0,0.99368,0.54,10.0,white,extremly acidic,normal
6.8,0.13,0.39,1.4,0.034,19.0,102.0,0.99121,0.6,11.3,white,quite acidic,good
6.6,0.78,0.5,1.5,0.045,30.0,133.0,0.99104,0.48,11.7,white,quite acidic,bad
5.1,0.33,0.27,6.7,0.022,44.0,129.0,0.99221,0.39,11.0,white,quite acidic,good
6.7,0.34,0.4,2.1,0.033,34.0,111.0,0.98924,0.48,12.2,white,extremly acidic,good
6.7,0.14,0.51,4.3,0.028,57.0,124.0,0.99176,0.54,10.7,white,extremly acidic,good
7.0,0.26,0.34,10.9,0.038,25.0,84.0,0.99432,0.34,10.9,white,very acidic,normal
6.5,0.29,0.26,7.0,0.04,18.0,113.0,0.99366,0.38,10.2,white,very acidic,normal
7.0,0.25,0.45,2.3,0.045,40.0,118.0,0.99064,0.48,11.9,white,very acidic,good
7.6,0.21,0.49,2.5,0.047,20.0,130.0,0.99178,0.48,11.1,white,very acidic,bad
7.7,0.26,0.51,2.6,0.045,26.0,159.0,0.99126,0.5,11.2,white,very acidic,normal
7.6,0.27,0.52,3.2,0.043,28.0,152.0,0.99129,0.53,11.4,white,very acidic,normal
7.7,0.25,0.49,2.5,0.047,31.0,169.0,0.99252,0.57,10.6,white,very acidic,normal
7.6,0.35,0.46,14.7,0.047,33.0,151.0,0.99709,0.53,10.3,white,very acidic,bad
6.9,0.3,0.36,4.5,0.054,31.0,203.0,0.99513,0.57,10.4,white,midly acidic,bad
6.7,0.24,0.46,2.2,0.033,19.0,111.0,0.99045,0.62,11.9,white,very acidic,normal
6.5,0.23,0.39,1.9,0.036,41.0,98.0,0.99,0.43,11.9,white,very acidic,good
7.6,0.23,0.34,1.6,0.043,24.0,129.0,0.99305,0.7,10.4,white,very acidic,bad
6.5,0.24,0.39,17.3,0.052,22.0,126.0,0.99888,0.47,9.2,white,very acidic,normal
6.3,0.17,0.32,4.2,0.04,37.0,117.0,0.99182,0.43,11.3,white,quite acidic,normal
6.3,0.17,0.32,4.2,0.04,37.0,117.0,0.99182,0.43,11.3,white,quite acidic,normal
6.7,0.21,0.37,2.5,0.034,35.0,89.0,0.9913,0.5,11.0,white,quite acidic,good
6.5,0.23,0.39,1.9,0.036,41.0,98.0,0.99,0.43,11.9,white,very acidic,good
5.9,0.28,0.39,1.4,0.031,47.0,147.0,0.98836,0.64,12.9,white,very acidic,good
5.9,0.19,0.37,0.8,0.027,3.0,21.0,0.9897,0.31,10.8,white,very acidic,bad
6.2,0.25,0.42,8.0,0.049,53.0,206.0,0.99586,0.47,9.1,white,very acidic,normal
7.6,0.23,0.34,1.6,0.043,24.0,129.0,0.99305,0.7,10.4,white,very acidic,bad
5.6,0.18,0.27,1.7,0.03,31.0,103.0,0.98892,0.37,12.9,white,quite acidic,normal
5.5,0.18,0.22,5.5,0.037,10.0,86.0,0.99156,0.44,12.2,white,midly acidic,bad
6.5,0.24,0.39,17.3,0.052,22.0,126.0,0.99888,0.47,9.2,white,very acidic,normal
7.4,0.23,0.38,8.6,0.052,41.0,150.0,0.99534,0.46,10.3,white,very acidic,bad
7.2,0.17,0.37,6.9,0.059,47.0,128.0,0.99322,0.46,11.0,white,very acidic,good
7.6,0.3,0.38,2.1,0.043,10.0,98.0,0.99296,0.65,11.0,white,very acidic,bad
5.0,0.24,0.21,2.2,0.039,31.0,100.0,0.99098,0.62,11.7,white,acidic,normal
6.1,0.21,0.38,1.5,0.039,37.0,122.0,0.98972,0.43,12.0,white,quite acidic,normal
6.5,0.33,0.38,2.5,0.047,30.0,148.0,0.98964,0.43,12.7,white,very acidic,normal
6.3,0.35,0.26,17.6,0.061,59.0,198.0,0.99918,0.49,8.8,white,very acidic,bad
6.3,0.17,0.32,4.2,0.04,37.0,117.0,0.99182,0.43,11.3,white,quite acidic,normal
6.6,0.25,0.35,2.9,0.034,38.0,121.0,0.99008,0.4,12.8,white,very acidic,normal
6.5,0.16,0.33,4.8,0.043,45.0,114.0,0.992,0.44,11.2,white,very acidic,normal
6.6,0.39,0.39,11.9,0.057,51.0,221.0,0.99851,0.51,8.9,white,quite acidic,normal
5.6,0.19,0.27,0.9,0.04,52.0,103.0,0.99026,0.39,11.2,white,midly acidic,bad
6.2,0.25,0.39,1.3,0.051,42.0,135.0,0.9906,0.4,11.1,white,quite acidic,normal
6.9,0.22,0.43,6.4,0.042,34.0,115.0,0.99293,0.51,10.8,white,very acidic,normal
6.2,0.19,0.29,4.3,0.045,33.0,126.0,0.99658,0.42,9.3,white,very acidic,normal
6.6,0.39,0.39,11.9,0.057,51.0,221.0,0.99851,0.51,8.9,white,quite acidic,normal
5.9,0.33,0.32,8.1,0.038,9.0,34.0,0.9911,0.36,12.7,white,quite acidic,good
7.8,0.17,0.5,1.3,0.045,35.0,140.0,0.9904,0.4,12.0,white,very acidic,normal
5.5,0.19,0.27,0.9,0.04,52.0,103.0,0.99026,0.39,11.2,white,midly acidic,bad
6.2,0.23,0.36,17.2,0.039,37.0,130.0,0.99946,0.43,8.8,white,quite acidic,normal
6.2,0.23,0.36,17.2,0.039,37.0,130.0,0.99946,0.43,8.8,white,quite acidic,normal
6.2,0.23,0.36,17.2,0.039,37.0,130.0,0.99946,0.43,8.8,white,quite acidic,normal
7.2,0.32,0.4,8.7,0.038,45.0,154.0,0.99568,0.47,10.4,white,quite acidic,normal
6.2,0.23,0.36,17.2,0.039,37.0,130.0,0.99946,0.43,8.8,white,quite acidic,normal
7.2,0.32,0.4,8.7,0.038,45.0,154.0,0.99568,0.47,10.4,white,quite acidic,normal
5.8,0.39,0.47,7.5,0.027,12.0,88.0,0.9907,0.45,14.0,white,quite acidic,normal
6.2,0.23,0.36,17.2,0.039,37.0,130.0,0.99946,0.43,8.8,white,quite acidic,normal
7.6,0.25,1.23,4.6,0.035,51.0,294.0,0.99018,0.43,13.1,white,very acidic,normal
5.8,0.29,0.33,3.7,0.029,30.0,88.0,0.98994,0.42,12.3,white,quite acidic,normal
7.2,0.4,0.38,2.2,0.03,40.0,109.0,0.99075,0.46,12.6,white,quite acidic,normal
6.8,0.39,0.34,7.4,0.02,38.0,133.0,0.99212,0.44,12.0,white,very acidic,good
6.1,0.17,0.42,15.1,0.033,28.0,124.0,0.99684,0.47,9.5,white,extremly acidic,bad
6.8,0.39,0.34,7.4,0.02,38.0,133.0,0.99212,0.44,12.0,white,very acidic,good
7.1,0.36,0.37,4.8,0.019,39.0,114.0,0.99036,0.49,12.7,white,very acidic,good
6.9,0.19,0.32,7.9,0.042,30.0,130.0,0.99456,0.39,10.5,white,midly acidic,normal
6.5,0.34,0.46,1.0,0.023,6.0,80.0,0.98865,0.54,12.9,white,very acidic,normal
6.1,0.17,0.42,15.1,0.033,28.0,124.0,0.99684,0.47,9.5,white,extremly acidic,bad
6.8,0.39,0.34,7.4,0.02,38.0,133.0,0.99212,0.44,12.0,white,very acidic,good
7.1,0.36,0.37,4.8,0.019,39.0,114.0,0.99036,0.49,12.7,white,very acidic,good
7.8,0.3,0.36,4.6,0.024,20.0,198.0,0.99222,0.66,11.9,white,very acidic,normal
6.1,0.68,0.52,1.4,0.037,32.0,123.0,0.99022,0.45,12.0,white,quite acidic,normal
5.2,0.34,0.37,6.2,0.031,42.0,133.0,0.99076,0.41,12.5,white,quite acidic,normal
5.6,0.28,0.4,6.1,0.034,36.0,118.0,0.99144,0.43,12.1,white,quite acidic,good
6.2,0.19,0.38,5.1,0.019,22.0,82.0,0.98961,0.36,12.5,white,very acidic,normal
5.7,0.16,0.26,6.3,0.043,28.0,113.0,0.9936,0.58,9.9,white,very acidic,normal
7.6,0.17,0.46,0.9,0.036,63.0,147.0,0.99126,0.41,10.7,white,very acidic,normal
7.3,0.2,0.39,2.3,0.048,24.0,87.0,0.99044,0.35,12.0,white,extremly acidic,normal
6.7,0.33,0.36,6.6,0.042,34.0,116.0,0.99123,0.31,12.2,white,extremly acidic,good
6.7,0.33,0.34,7.5,0.036,39.0,124.0,0.99123,0.32,12.4,white,extremly acidic,good
6.9,0.36,0.35,8.6,0.038,37.0,125.0,0.9916,0.32,12.4,white,very acidic,good
7.8,0.21,0.34,11.9,0.039,55.0,140.0,0.9959,0.31,10.3,white,very acidic,normal
7.3,0.2,0.39,2.3,0.048,24.0,87.0,0.99044,0.35,12.0,white,extremly acidic,normal
5.6,0.41,0.22,7.1,0.05,44.0,154.0,0.9931,0.4,10.5,white,quite acidic,bad
7.6,0.15,0.35,4.3,0.051,23.0,98.0,0.99422,0.44,9.5,white,very acidic,normal
8.5,0.2,0.4,1.1,0.046,31.0,106.0,0.99194,0.35,10.5,white,very acidic,bad
